_OldCustomerID;_OldCityName;Current City;_OldCountryName;Current Country;Address
5728;Αθήνα;Αθήνα;Ελλάδα;Ελλάδα;Θησέως 8-10 Καλλιθέα
5729;Αθήνα;Αθήνα;;Ελλάδα;Καισαρίας 56, Βύρωνας
5730;Αθήνα;Αθήνα;;Ελλάδα;Λ.Συγγρού 24      6ος ορ.-610γρ.
5739;Αθήνα;Αθήνα;;Ελλάδα;Ακαδημίας 25
5741;Αθήνα;Αθήνα;;Ελλάδα;Εθνικής Αντιστάσεως 62, 15231, Χαλάνδρι
5743;Αθήνα;Αθήνα;;Ελλάδα;Πανεπιστημιούπολη - Κτήρια Πληροφορικής
5747;Αθήνα;Αθήνα;;Ελλάδα;Ζαλοκώστα 10
5753;Αθήνα;Αθήνα;;Ελλάδα;Ροστοβίου 20
5760;Αθήνα;Αθήνα;;Ελλάδα;16χλμ Εθν. Οδού Αθηνών-Λαμιάς
5769;Αθήνα;Αθήνα;;Ελλάδα;Πλ. Καρύτση 6
5781;Αθήνα;Αθήνα;;Ελλάδα;Αγ.Μελετίου 68 & Γ'Σεπτεμβρίου
5783;Αθήνα;Αθήνα;;Ελλάδα;Κατεχάκη 21
5788;Αθήνα;Αθήνα;;Ελλάδα;Αγ.Κων/νου 53-55
5822;Αθήνα;Αθήνα;;Ελλάδα;Μπουμπουλίνας 38
5827;Αθήνα;Αθήνα;;Ελλάδα;Πειραιώς 108
5830;Αθήνα;Αθήνα;;Ελλάδα;Πατησίων 175
5848;Αθήνα;Αθήνα;;Ελλάδα;Πατησίων 302Α
5858;Αθήνα;Αθήνα;;Ελλάδα;Καψαλά 3
5871;Αθήνα;Αθήνα;;Ελλάδα;Επικούρου 31 & Πειραιώς
5876;Αθήνα;Αθήνα;;Ελλάδα;Ιασίου 1
5887;Αθήνα;Αθήνα;;Ελλάδα;Λ. Συγγρού 112 5ος όροφος
5901;Αθήνα;Αθήνα;;Ελλάδα;3ης Σεπτεμβρίου 111
5905;Αθήνα;Αθήνα;;Ελλάδα;Πρυτανίου 19 Πλάκα
5922;Αθήνα;Αθήνα;;Ελλάδα;Πλατεία Αιγύπτου 1 (Πεδίο Άρεως)
5934;Αθήνα;Αθήνα;;Ελλάδα;Λ. Αθηνών 106
5936;Αθήνα;Αθήνα;;Ελλάδα;Αμερικής 20 και Ακαδημίας
5937;Αθήνα;Αθήνα;;Ελλάδα;Λ.Συγγρού 78 & Μ.Μπότσαρη 49
5944;Αθήνα;Αθήνα;;Ελλάδα;Αιτωλίας 11
5945;Αθήνα;Αθήνα;;Ελλάδα;Αριστοτέλους 58-60
5952;Αθήνα;Αθήνα;;Ελλάδα;Μπουμπουλίνας 54  Π. Άρεως
5962;Αθήνα;Αθήνα;;Ελλάδα;Καραθεοδωρή 26
5966;Αθήνα;Αθήνα;;Ελλάδα;Παλαιολόγου 9, Πλατεία Βάθης
5983;Αθήνα;Αθήνα;;Ελλάδα;Τσιμισκή 8
6004;Αθήνα;Αθήνα;;Ελλάδα;Θεμιστοκλέους 7 & Γαμβέτα
6019;Αθήνα;Αθήνα;;Ελλάδα;Αργυρουπόλεως 2Α
6040;Αθήνα;Αθήνα;;Ελλάδα;Πειραιώς 100
6047;Αθήνα;Αθήνα;;Ελλάδα;Διδότου 18
6054;Αθήνα;Αθήνα;;Ελλάδα;Μιχαήλ Βόδα 142
6057;Αθήνα;Αθήνα;;Ελλάδα;Βρεσθένης 85
6069;Αθήνα;Αθήνα;;Ελλάδα;Χαριλάου Τρικούπη 185
6079;Αθήνα;Αθήνα;;Ελλάδα;Λαλέχου 8
6082;Αθήνα;Αθήνα;;Ελλάδα;Ρηγίλλης 18
6085;Αθήνα;Αθήνα;;Ελλάδα;Αρκαδίου 68
6091;Αθήνα;Αθήνα;;Ελλάδα;Αρκεσιλάου 13
6098;Αθήνα;Αθήνα;;Ελλάδα;Μινιάτη 22 , Μέτζ
6100;Αθήνα;Αθήνα;;Ελλάδα;Μιλιώνη 8 Κολωνάκι
6121;Αθήνα;Αθήνα;;Ελλάδα;Λένορμαν & Αντιγόνης
6125;Αθήνα;Αθήνα;;Ελλάδα;Βορείου Ηπείρου 22
6144;Αθήνα;Αθήνα;;Ελλάδα;Βασ.Σοφίας & Ριζάρη
6190;Αθήνα;Αθήνα;;Ελλάδα;Μάγερ 15
6195;Αθήνα;Αθήνα;;Ελλάδα;Λ. Αμαλίας 56
6202;Αθήνα;Αθήνα;;Ελλάδα;Καλιρρόης & Φραντζή
6205;Αθήνα;Αθήνα;;Ελλάδα;Αδριανού 105
6213;Αθήνα;Αθήνα;;Ελλάδα;Ραγκαβά 82
6243;Αθήνα;Αθήνα;;Ελλάδα;Παπαρηγοπούλου 2
6246;Αθήνα;Αθήνα;;Ελλάδα;Τοσίτσα 6
6249;Αθήνα;Αθήνα;;Ελλάδα;Μακρυγιάννη 2-4
6263;Αθήνα;Αθήνα;;Ελλάδα;Μονής Πετράκη 8, 3ος Όροφος
6269;Αθήνα;Αθήνα;;Ελλάδα;Διον. Αρεοπαγίτου 7
6286;Αθήνα;Αθήνα;Ελλάς;Ελλάδα;Ευαγγελιστρίας 3
6296;Αθήνα;Αθήνα;;Ελλάδα;Λαχανά 4 Ν. Φιλαδέλφεια
6305;Αθήνα;Αθήνα;;Ελλάδα;Διδότου 45
6343;Αθήνα;Αθήνα;;Ελλάδα;Λ. Μεσογείων
6354;Αθήνα;Αθήνα;;Ελλάδα;Λ. Συγγρού 223
6378;Αθήνα;Αθήνα;;Ελλάδα;Χατζηκώστα 8Α
6411;Αθήνα;Αθήνα;;Ελλάδα;Λ. ΑΘΗΝΩΝ 112
6417;Αθήνα;Αθήνα;;Ελλάδα;Ηρώδου Αττικού & Μουρούζι 1
6430;Αθήνα;Αθήνα;;Ελλάδα;Ερμού 23-25
6436;Αθήνα;Αθήνα;;Ελλάδα;Ζαϊμη 9
6440;Αθήνα;Αθήνα;;Ελλάδα;Δ.Σούτσου 4
6442;Αθήνα;Αθήνα;;Ελλάδα;Τελεσίου 23, Ριζούπολη
6443;Αθήνα;Αθήνα;;Ελλάδα;Πατριάρχου Ιωακείμ 38
6445;Αθήνα;Αθήνα;;Ελλάδα;Κεφαλληνίας & Αχαρνών 104
6446;Αθήνα;Αθήνα;;Ελλάδα;Σουηδίας 54
6453;Αθήνα;Αθήνα;;Ελλάδα;Τοσίτσα 13
6461;Αθήνα;Αθήνα;;Ελλάδα;Πύρρου 16
6465;Αθήνα;Αθήνα;;Ελλάδα;Λ. Μεσογείων 96
6471;Αθήνα;Αθήνα;;Ελλάδα;Αργολίδος 8
6477;Αθήνα;Αθήνα;;Ελλάδα;Ψαρρού 2 & Μενεμένης, Ταύρος
6478;Αθήνα;Αθήνα;;Ελλάδα;Φιλολάου 212 & Μετεώρων 28
6485;Αθήνα;Αθήνα;;Ελλάδα;Αχαρνών 442
6488;Αθήνα;Αθήνα;;Ελλάδα;Πατησίων 14  Στοά Φέξη
6496;Αθήνα;Αθήνα;Ελλάδα;Ελλάδα;Λ.Αλεξάνδρας 116-Α
6497;Αθήνα;Αθήνα;;Ελλάδα;Λ. Συγγρού 24
6500;Αθήνα;Αθήνα;;Ελλάδα;Ραγκαβή 82
6509;Αθήνα;Αθήνα;;Ελλάδα;Ελλησπόντου 77
6517;Αθήνα;Αθήνα;Γέρακας;Ελλάδα;Ευβοίας 7, Γέρακας
6524;Αθήνα;Αθήνα;;Ελλάδα;Ρηγίλλης 4
6532;Αθήνα;Αθήνα;;Ελλάδα;Σίνα 31
6534;Αθήνα;Αθήνα;Ελλάδα;Ελλάδα;Λυσίου 18-20 Ηλιούπολη
6547;Αθήνα;Αθήνα;;Ελλάδα;Μπουμπουλίνας 42
6549;Αθήνα;Αθήνα;;Ελλάδα;Λ.Μεσογείων 85
6551;Αθήνα;Αθήνα;;Ελλάδα;Λεωφ. Κηφισού 138-140
6558;Αθήνα;Αθήνα;;Ελλάδα;Γέλωνος 9
6564;Αθήνα;Αθήνα;;Ελλάδα;Σκουφά 33
6569;Αθήνα;Αθήνα;;Ελλάδα;Λιοσίων 22
6573;Αθήνα;Αθήνα;;Ελλάδα;Ευφρονίου 27
6578;Αθήνα;Αθήνα;;Ελλάδα;Αχαρνών 434
6586;Αθήνα;Αθήνα;;Ελλάδα;Χαριλάου Τρικούπη 139
6596;Αθήνα;Αθήνα;;Ελλάδα;Κηφίσιας 125-127
6598;Αθήνα;Αθήνα;;Ελλάδα;Μιχαλακοπούλου 204 & Δ.Πύρρου 4-8
6605;Αθήνα;Αθήνα;;Ελλάδα;Πιττακού 10
6607;Αθήνα;Αθήνα;;Ελλάδα;Πόντου 3
6621;Αθήνα;Αθήνα;;Ελλάδα;Αιόλου 100
6622;Αθήνα;Αθήνα;;Ελλάδα;Καρόλου 27
6630;Αθήνα;Αθήνα;;Ελλάδα;Καποδιστρίου 27 & Πατησίων 27
6670;Αθήνα;Αθήνα;Ελλάς;Ελλάδα;Βασιλίσσης Σοφίας 22,
6693;Αθήνα;Αθήνα;;Ελλάδα;Β.Σοφίας
6702;Αθήνα;Αθήνα;;Ελλάδα;Λεωφ.Κηφισίας124
6709;Αθήνα;Αθήνα;;Ελλάδα;Λεωφόρος Κηφισίας 125-127
6716;Αθήνα;Αθήνα;Ελλάδα;Ελλάδα;Ζακινθυνού 12 - Παπάγου
6717;Αθήνα;Αθήνα;;Ελλάδα;Χρηστου Λαδα 5-7
6718;Αθήνα;Αθήνα;;Ελλάδα;Διδότου 47
6719;Αθήνα;Αθήνα;;Ελλάδα;Σπύρου Λάμπρου 15
6729;Αθήνα;Αθήνα;;Ελλάδα;Πλ. Βικτωρίας 5
6731;Αθήνα;Αθήνα;;Ελλάδα;Οικονόμου 26
6750;Αθήνα;Αθήνα;;Ελλάδα;Ακαδημίας 32
6751;Αθήνα;Αθήνα;;Ελλάδα;Αμερικής 32
6754;Αθήνα;Αθήνα;;Ελλάδα;Μητροπόλεως 3
6755;Αθήνα;Αθήνα;;Ελλάδα;Αν. Γαζή 7
6758;Αθήνα;Αθήνα;;Ελλάδα;Γ Σεπτεμβρίου 144
6760;Αθήνα;Αθήνα;;Ελλάδα;Βαλαωρίτου 17, 2ος όροφος
6761;Αθήνα;Αθήνα;;Ελλάδα;Λένορμαν 59
6763;Αθήνα;Αθήνα;;Ελλάδα;Λ. Μεσογείων 90 - 92
6766;Αθήνα;Αθήνα;;Ελλάδα;Μητροπόλεως 3
6769;Αθήνα;Αθήνα;;Ελλάδα;Π. Ιωακείμ 3
6772;Αθήνα;Αθήνα;;Ελλάδα;Μετσόβου 29
6787;Αθήνα;Αθήνα;;Ελλάδα;Πραξιτέλους 40-44 & Ευριπίδου 5
6808;Αθήνα;Αθήνα;;Ελλάδα;Θεσσαλονίκης 104
6823;Αθήνα;Αθήνα;;Ελλάδα;Λ. Συγγρού 87
6849;Αθήνα;Αθήνα;;Ελλάδα;Γούναρη 44, Αγία Παρασκευή
6855;Αθήνα;Αθήνα;Ελλάδα;Ελλάδα;Θιατιρών 6
6857;Αθήνα;Αθήνα;;Ελλάδα;Νυμφαίου 24
6861;Αθήνα;Αθήνα;;Ελλάδα;Λ.Αλεξάνδρας 22
6872;Αθήνα;Αθήνα;;Ελλάδα;Αγ.Κωνσταντίνου 10
6875;Αθήνα;Αθήνα;;Ελλάδα;Αιγίου 18 , Νέα Σμύρνη
6881;Αθήνα;Αθήνα;Greece;Ελλάδα;Τροίας 17
6891;Αθήνα;Αθήνα;Ελλάς;Ελλάδα;Λεωφόρος Αθηνών 30
6897;Αθήνα;Αθήνα;;Ελλάδα;Κανάρη 21, Κολώνακι
6899;Αθήνα;Αθήνα;;Ελλάδα;Λ. Αλεξάνδρας 9
6903;Αθήνα;Αθήνα;ΕΛΛΑΔΑ;Ελλάδα;Αιόλου 48-50
6918;Αθήνα;Αθήνα;;Ελλάδα;Σόλωνος 140
6919;Αθήνα;Αθήνα;;Ελλάδα;Βασ. Σοφίας 112
6920;Αθήνα;Αθήνα;;Ελλάδα;Κουρτίδου 6 και Τυπάλδου  Κοζάκη 4
6923;Αθήνα;Αθήνα;;Ελλάδα;Δορυλαίου 10-12
6928;Αθήνα;Αθήνα;;Ελλάδα;Πλ. Καρύτση 10
6946;Αθήνα;Αθήνα;;Ελλάδα;Υγείας τέρμα
6952;Αθήνα;Αθήνα;;Ελλάδα;Μύρων 17-19
6973;Αθήνα;Αθήνα;;Ελλάδα;Πατησίων 118 & Άνδρου 2
6974;Αθήνα;Αθήνα;;Ελλάδα;Ρηγίλλης 15
6989;Αθήνα;Αθήνα;;Ελλάδα;Λ. Μεσογείων 2-4, Πύργος Αθηνών
6992;Αθήνα;Αθήνα;;Ελλάδα;Σταδίου 38
6993;Αθήνα;Αθήνα;;Ελλάδα;Στησιχόρου 5
6995;Αθήνα;Αθήνα;;Ελλάδα;Πατησίων 175
6999;Αθήνα;Αθήνα;;Ελλάδα;Τήνου 14
7002;Αθήνα;Αθήνα;;Ελλάδα;Τέρμα Πατριάρχου Γρηγορίου , Αγία Παρασκευή
7007;Αθήνα;Αθήνα;;Ελλάδα;Αγ.Ισιδώρου 1 & Ασκληπειού
7008;Αθήνα;Αθήνα;;Ελλάδα;Βρασίδα 3
7009;Αθήνα;Αθήνα;;Ελλάδα;Κονίτσης 33
7020;Αθήνα;Αθήνα;;Ελλάδα;Μάγερ 15
7029;Αθήνα;Αθήνα;;Ελλάδα;Μονής Πετράκης 8
7031;Αθήνα;Αθήνα;;Ελλάδα;Λ. Μεσογείων /Πεντάγωνο
7033;Αθήνα;Αθήνα;;Ελλάδα;Χαλκοκονδύλη 32 -  7ος όροφος
7038;Αθήνα;Αθήνα;;Ελλάδα;Καποδιστρίου 10 Πεντάγωνο
7041;Αθήνα;Αθήνα;;Ελλάδα;Νίκης 21,
7043;Αθήνα;Αθήνα;;Ελλάδα;Λ.Αμαλίας 20
7052;Αθήνα;Αθήνα;;Ελλάδα;Μπιζανίου 17
7053;Αθήνα;Αθήνα;;Ελλάδα;Σολωμού 66
7054;Αθήνα;Αθήνα;;Ελλάδα;Ροστοβίου 20
7057;Αθήνα;Αθήνα;ΕΛΛΑΔΑ;Ελλάδα;Αλεξ.Παυλή  6-10
7062;Αθήνα;Αθήνα;;Ελλάδα;Μπερόβου 39
7064;Αθήνα;Αθήνα;;Ελλάδα;Κισάβου 46α, Βριλήσια
7067;Αθήνα;Αθήνα;;Ελλάδα;Χάουλαντ 12 , Ψυχικό
7072;Αθήνα;Αθήνα;;Ελλάδα;Σκουφά 11
7081;Αθήνα;Αθήνα;;Ελλάδα;Δάβαρη 15 , Ν.Κόσμος
7099;Αθήνα;Αθήνα;;Ελλάδα;Μητροπόλεως 36
7109;Αθήνα;Αθήνα;Ελλάδα;Ελλάδα;NULL
7116;Αθήνα;Αθήνα;;Ελλάδα;Σωσιγένους 7
7150;Αθήνα;Αθήνα;;Ελλάδα;Επικούρου 31
7152;Αθήνα;Αθήνα;;Ελλάδα;Σφιγγός 50 Ν.Κόσμος
7165;Αθήνα;Αθήνα;;Ελλάδα;Αμαρουσίου Χαλανδίου 18-20
7180;Αθήνα;Αθήνα;;Ελλάδα;Σοφοκλέους 57
7337;Αθήνα;Αθήνα;;Ελλάδα;Λ.Συγγρού &  Ανδρέα Ζίννη 40
7435;Αθήνα;Αθήνα;;Ελλάδα;Κηφισίας
7600;Αθήνα;Αθήνα;;Ελλάδα;Σπυρίδωνος Τρικούπη 39-41
7605;Αθήνα;Αθήνα;;Ελλάδα;Ι. Κωνσταντοπούλου 43
7610;Αθήνα;Αθήνα;;Ελλάδα;Μάγερ 11
7618;Αθήνα;Αθήνα;;Ελλάδα;Δημ.Σούτσου 40
7656;Αθήνα;Αθήνα;;Ελλάδα;Ιερά Οδός 96-104
7664;Αθήνα;Αθήνα;;Ελλάδα;Μεσογείων 96
7679;Αθήνα;Αθήνα;;Ελλάδα;Κοραή 3
7703;Αθήνα;Αθήνα;;Ελλάδα;Καρτάλη 4
7704;Αθήνα;Αθήνα;;Ελλάδα;Πατησίων 128
7707;Αθήνα;Αθήνα;;Ελλάδα;Πέτρου Ράλλη 1
7733;Αθήνα;Αθήνα;;Ελλάδα;Διαγόρα 6
7769;Αθήνα;Αθήνα;;Ελλάδα;Ιουλιανού 50
7792;Αθήνα;Αθήνα;;Ελλάδα;Αριστοτέλους 30-32
7809;Αθήνα;Αθήνα;;Ελλάδα;Δορυλαίου 18
7812;Αθήνα;Αθήνα;;Ελλάδα;Οδ. Ανδρούτσου 4
7814;Αθήνα;Αθήνα;;Ελλάδα;Ιερά Οδός 60 & Καστοριάς
7817;Αθήνα;Αθήνα;;Ελλάδα;Σολωμού 6
7842;Αθήνα;Αθήνα;;Ελλάδα;Λ. Συγγρού 44
7844;Αθήνα;Αθήνα;Ελλάδα;Ελλάδα;Σεφέρη 33 - Νέο Ψυχικό
7860;Αθήνα;Αθήνα;Ελλάδα;Ελλάδα;Οφρυνίου 69 - Νίκαια
7867;Αθήνα;Αθήνα;;Ελλάδα;Γραβιάς 4, Μαρούσι
7870;Αθήνα;Αθήνα;;Ελλάδα;Κηφισίας 38, Παράδεισος Αμαρουσίου
7872;Αθήνα;Αθήνα;;Ελλάδα;Εθνικής στέγης και Αρτάκης
7873;Αθήνα;Αθήνα;;Ελλάδα;Ευελπίδων 2
7878;Αθήνα;Αθήνα;;Ελλάδα;Σοφοκλέους 64 και Χαροκόπου, 2ος όροφος
7887;Αθήνα;Αθήνα;;Ελλάδα;Αγίου Ανδρέου 5
7897;Αθήνα;Αθήνα;;Ελλάδα;Σάμης 18
7957;Αθήνα;Αθήνα;Ελλάς;Ελλάδα;Νεοφύτου Δούκα 4/Βασ. Σοφίας & Ηροδότου 1
7958;Αθήνα;Αθήνα;;Ελλάδα;Κάσου 2
8010;Αθήνα;Αθήνα;Ελλάδα;Ελλάδα;Παράσχου 11, Χαλάνδρι
8013;Αθήνα;Αθήνα;;Ελλάδα;Συγγρού 354
8015;Αθήνα;Αθήνα;;Ελλάδα;Μάρκου Μπότσαρη 20Α
8019;Αθήνα;Αθήνα;Ελλάδα;Ελλάδα;41.9 Χλμ. Αττικής Οδού
8023;Αθήνα;Αθήνα;Καλλιθέα;Ελλάδα;Αγ.Πάντων 123
8026;Αθήνα;Αθήνα;;Ελλάδα;Ηλεκτροπόλεως 21, Αργυρούπολη
8033;Αθήνα;Αθήνα;;Ελλάδα;Θεμιστοκλέους 4
8034;Αθήνα;Αθήνα;;Ελλάδα;Κορδιγκτώνος 12
8046;Αθήνα;Αθήνα;;Ελλάδα;Διονύσου 189, Μαρούσι
8052;Αθήνα;Αθήνα;;Ελλάδα;Πολεμοκράτους 16
8057;Αθήνα;Αθήνα;;Ελλάδα;Ασκληπιού 26
8059;Αθήνα;Αθήνα;;Ελλάδα;Δαφνομήλη 4
8062;Αθήνα;Αθήνα;;Ελλάδα;Σπινθάρου 47
8066;Αθήνα;Αθήνα;;Ελλάδα;Σκουφά 47-49
8070;Αθήνα;Αθήνα;;Ελλάδα;Αετοράχης 44, Γαλάτσι
8073;Αθήνα;Αθήνα;;Ελλάδα;Ακαδημίας 96
8077;Αθήνα;Αθήνα;;Ελλάδα;Αρχελάου 25
8086;Αθήνα;Αθήνα;;Ελλάδα;Αγλαονίκης 25, Νέος Κόσμος
8104;Αθήνα;Αθήνα;;Ελλάδα;Λεωφ. Βασ. Σοφίας 6
8116;Αθήνα;Αθήνα;;Ελλάδα;Ναυάρχου Νικοδήμου 2
8117;Αθήνα;Αθήνα;;Ελλάδα;Πατησίων 27
8118;Αθήνα;Αθήνα;;Ελλάδα;Μπουμπουλίνας 42
8119;Αθήνα;Αθήνα;;Ελλάδα;Πολυγνώτου 9-11
8120;Αθήνα;Αθήνα;;Ελλάδα;Φρυνίζου 9
8124;Αθήνα;Αθήνα;;Ελλάδα;Μιχαλακοπούλου 45
8142;Αθήνα;Αθήνα;;Ελλάδα;Πέτρας 18
8154;Αθήνα;Αθήνα;;Ελλάδα;, Παγκράτι
8168;Αθήνα;Αθήνα;;Ελλάδα;Λεωφ. Βουλιαγμένης 99
8190;Αθήνα;Αθήνα;;Ελλάδα;Ιφικράτους 40
8198;Αθήνα;Αθήνα;;Ελλάδα;Εστίας 11
8201;Αθήνα;Αθήνα;;Ελλάδα;Ιερά Οδός & Μεγ. Αλεξάνδρου 139
8218;Αθήνα;Αθήνα;;Ελλάδα;Νυμφαίου 13
8226;Αθήνα;Αθήνα;;Ελλάδα; Μετσόβου 21
8227;Αθήνα;Αθήνα;;Ελλάδα;Αιτωλίας 11
8242;Αθήνα;Αθήνα;;Ελλάδα;Ταβουλάρη 34
8243;Αθήνα;Αθήνα;;Ελλάδα;Νεϊγύ 15
8247;Αθήνα;Αθήνα;;Ελλάδα;Φυλής 278
8249;Αθήνα;Αθήνα;;Ελλάδα;Λυκούργου 17
8251;Αθήνα;Αθήνα;;Ελλάδα;Νίκης 5-7
8252;Αθήνα;Αθήνα;;Ελλάδα;Νίκης 5-7  Αθήνα 10180
8255;Αθήνα;Αθήνα;;Ελλάδα;Χαλκίδος 15-17
8264;Αθήνα;Αθήνα;;Ελλάδα;Βουλής 7
8272;Αθήνα;Αθήνα;;Ελλάδα;Κωλέτη 40-42
8274;Αθήνα;Αθήνα;;Ελλάδα;Αραβαντινού 1
8275;Αθήνα;Αθήνα;;Ελλάδα;Πεσμαζόγλου 14
8277;Αθήνα;Αθήνα;;Ελλάδα;Σολωμού 41
8281;Αθήνα;Αθήνα;;Ελλάδα;Λέφκης 132
8283;Αθήνα;Αθήνα;;Ελλάδα;Χαλκοκονδύλη 30
8292;Αθήνα;Αθήνα;;Ελλάδα;Αμερικής 4
8307;Αθήνα;Αθήνα;;Ελλάδα;Xρήστου Λαδά 6
8308;Αθήνα;Αθήνα;;Ελλάδα;Ασκληπιού 64
8313;Αθήνα;Αθήνα;;Ελλάδα;Ηρούς 44
8319;Αθήνα;Αθήνα;;Ελλάδα;Αγ. Γεωργίου 35, ΙΛΙΟΝ
8320;Αθήνα;Αθήνα;;Ελλάδα;Μάγερ 15
8322;Αθήνα;Αθήνα;;Ελλάδα;Λ.Συγγρού 362
8323;Αθήνα;Αθήνα;;Ελλάδα;Α. Κύρου 10
8334;Αθήνα;Αθήνα;;Ελλάδα;Χαριλάου Τρικούπη 17
8340;Αθήνα;Αθήνα;;Ελλάδα;Μιχαλακοπούλου 1 & Βασ. Κωνσταντίνου 50
8344;Αθήνα;Αθήνα;;Ελλάδα;Λασκάρεως 23
8354;Αθήνα;Αθήνα;;Ελλάδα;Ακαδημία Πλάτωνος 67
8363;Αθήνα;Αθήνα;;Ελλάδα;Καρνεάδου 8, Κολωνάκι
8369;Αθήνα;Αθήνα;;Ελλάδα;Γοργίου 13
8383;Αθήνα;Αθήνα;;Ελλάδα;Καπλανών 8
8394;Αθήνα;Αθήνα;;Ελλάδα;Ακαδημίας 35
8395;Αθήνα;Αθήνα;;Ελλάδα;Αιμ. Βεάκη 14
8398;Αθήνα;Αθήνα;Ελλαδα;Ελλάδα;Λ.Συγγρού 80-88
8400;Αθήνα;Αθήνα;;Ελλάδα;Κεντρικό Αθηνάς 2 Καλλιθέα. Υποκ. Κασσάνδρας 2 Βοτανικός
8402;Αθήνα;Αθήνα;;Ελλάδα;Αμερικής 5,
8406;Αθήνα;Αθήνα;;Ελλάδα;Σαριπόλου 11, Μουσείο
8409;Αθήνα;Αθήνα;Ελλάς;Ελλάδα;Ομήρου 18
8425;Αθήνα;Αθήνα;;Ελλάδα;Αυγερινού 5
8437;Αθήνα;Αθήνα;;Ελλάδα;Δεκελείας 237, Ν. Φιλαδέλφεια
8441;Αθήνα;Αθήνα;;Ελλάδα;Τ. Φιλήμονος 15
8460;Αθήνα;Αθήνα;;Ελλάδα;Ευφρωνίου 27
8466;Αθήνα;Αθήνα;;Ελλάδα;Σερρών 8
8499;Αθήνα;Αθήνα;;Ελλάδα;Κολοκοτρώνη 3-5
8508;Αθήνα;Αθήνα;;Ελλάδα;Αναγνωστοπούλου 6
8510;Αθήνα;Αθήνα;;Ελλάδα;Κάσου 2
8527;Αθήνα;Αθήνα;;Ελλάδα;Τιμ Βάσου 17
8538;Αθήνα;Αθήνα;;Ελλάδα;Γιατράκου 1, Καλαμάτα
8558;Αθήνα;Αθήνα;;Ελλάδα;Γράμμου 2
8565;Αθήνα;Αθήνα;;Ελλάδα;Πατησίων 42
8574;Αθήνα;Αθήνα;;Ελλάδα;Μεσογείων 36
8579;Αθήνα;Αθήνα;;Ελλάδα;Καρόλου 2, Κολωνός
8608;Αθήνα;Αθήνα;;Ελλάδα;Λιοσίων 203-205
8616;Αθήνα;Αθήνα;;Ελλάδα;Λουκιανού 6
8618;Αθήνα;Αθήνα;;Ελλάδα;Πραξιτέλους 58, Καλλιθέα
8619;Αθήνα;Αθήνα;;Ελλάδα;Βηλαρά 2
8623;Αθήνα;Αθήνα;;Ελλάδα;Αργοστολίου 15
8633;Αθήνα;Αθήνα;;Ελλάδα;Μπουμπουλίνας 24
8652;Αθήνα;Αθήνα;;Ελλάδα;Λεωφ. Μεσογείων 419
8679;Αθήνα;Αθήνα;;Ελλάδα;Πραξιτέλους 15-19
8682;Αθήνα;Αθήνα;;Ελλάδα;Μικράς Ασίας 27, Βύρωνα
8702;Αθήνα;Αθήνα;Ελλάδα;Ελλάδα;Νηρηίδων 4
8718;Αθήνα;Αθήνα;;Ελλάδα;Φλέμινγκ 14,  Μαρούσι
8720;Αθήνα;Αθήνα;;Ελλάδα;Πανεπιστημίου & Αμερικής 5
8728;Αθήνα;Αθήνα;;Ελλάδα;Λουίζης Ριανκούρ 78α
8730;Αθήνα;Αθήνα;;Ελλάδα;Δαβάκη 10
8735;Αθήνα;Αθήνα;;Ελλάδα;Δώριζα 4
8798;Αθήνα;Αθήνα;;Ελλάδα;Ιερά Οδός 131
8799;Αθήνα;Αθήνα;;Ελλάδα;NULL
8800;Αθήνα;Αθήνα;;Ελλάδα;Αριστείδου
8802;Αθήνα;Αθήνα;;Ελλάδα;Πλ. Καρύτση 12
8803;Αθήνα;Αθήνα;;Ελλάδα;Αριστείδου 5-7
8804;Αθήνα;Αθήνα;;Ελλάδα;Λ. Δημοκρατίας 62, Αγ. Ανάργυροι
8810;Αθήνα;Αθήνα;;Ελλάδα;Συγγρού 103-105
8813;Αθήνα;Αθήνα;;Ελλάδα;Ιωνίας 41-43
8819;Αθήνα;Αθήνα;;Ελλάδα;Ελίκονος 9-11, Κυψέλη
8821;Αθήνα;Αθήνα;Ελλάδα;Ελλάδα;Ελευθερίου Βενιζέλου 46
8823;Αθήνα;Αθήνα;Ελλάδα;Ελλάδα;Πατησίων 53
8829;Αθήνα;Αθήνα;;Ελλάδα;Δ/ση Οικονομικών Υπηρεσιών Κηφισίας 125-127
8831;Αθήνα;Αθήνα;;Ελλάδα;Λ. Συγγρού 362
8840;Αθήνα;Αθήνα;;Ελλάδα;Κηφισσίας 1-3
8856;Αθήνα;Αθήνα;;Ελλάδα;Σκιάθου 147
8867;Αθήνα;Αθήνα;;Ελλάδα;Πειραιώς 84
8884;Αθήνα;Αθήνα;;Ελλάδα;Πανεπιστημίου 35
8906;Αθήνα;Αθήνα;;Ελλάδα;Λ. Βασ. Κωνσταντίνου 22
8907;Αθήνα;Αθήνα;;Ελλάδα;Τσόχα 15-17
8914;Αθήνα;Αθήνα;;Ελλάδα;Χατζηγιάννη Μέξη 5
8924;Αθήνα;Αθήνα;;Ελλάδα;Κλεάνθους 1
8926;Αθήνα;Αθήνα;;Ελλάδα;Πανεπιστημίου 28
8933;Αθήνα;Αθήνα;;Ελλάδα; Γ. Μπάκου 8
8942;Αθήνα;Αθήνα;;Ελλάδα;Ζωοδόχου Πηγής 37
